id,value,lemmata
18659,0,EU akkoord met overbruggingskrediet voor Griekenland
18691,1,IMF Griekenland niet lang wanbetaler
18751,-1,duizend Grieken protesteren in Athene tegen bezuiniging
18759,0,Unilever zien winst dalen terwijl omzet stijgen
18769,-1,Obama waarschuwen brit minder invloed bij vertrek uit EU
18781,-1,bijna failliet dan komen aasgier
18811,1,Philips boeken miljard veel winst dan jaar eerder
18819,-1,historisch verlies chinese beurs tonen wankelen vertrouwen
18833,-1,uitvoer agrarisch product onder druk door boycot Rusland
18837,0,chinese beurscrash dit moeten je weten
18853,0,pacifisch ttip zijn er al bijna doorheen
18867,-1,Shell schrappen 6.500 baan hebben last van laag olieprijs
18897,-1,Senaat eisen opheldering Teeven over bezuiniging rechtsbijstand
18935,-1,vakbond stap teleurstellen uit overleg V d
18937,0,V d willen halfjaar lang korting op winkelhuur
18949,0,V d bereiken overeenstemming over reddingsplan
18989,1,"economie groeien met 0,8 procent in 2014"
19021,-1,opnieuw fors verlies voor V d in 2014
19025,0,Overleg_Eurogroep over Griekenland aflopen zonder akkoord
19033,-1,gesprek tussen vakbond en V d leveren niets op
19047,0,Duitsland wijzen grieks verzoek voor verlenging noodkrediet af
19055,0,conceptakkoord bereiken over verlenging steunprogramma Griekenla
19061,1,oppositie Griekenland tevreden met verlenging steunprogramma
19081,0,V d mogen geen loonsverlaging doorvoeren van rechter
19089,1,Griekenland hebben hervormingsplan op_tijd indienen
19145,0,provincie trekken minder geld uit om kiezer naar stembus te lo
19187,1,nederlands economie trekken in 2015 ver aan
19203,0,meerderheid willen bezuiniging thuiszorg terugtrekken
19277,-1,Rutte hekelen bezuinigingsfetisj D66
19329,0,twee kamer willen geen extra bezuiniging op zorg
19339,0,gewelddadig protest in Frankfurt tegen europese centraal bank
19347,1,"consumentenvertrouwen voor_het_eerst in 7,5 jaar weer positief"
19389,-1,SP en CDA eisen snel oplossing pgb-problemen
19479,0,PvdA willen belastingontwijking en ttip op europese agenda
19615,0,Rijk betalen mee met NAM bij aankoop pand
19673,1,Pechtold willen dat kabinet weer aan slag gaan met lastenverlich
19701,-1,kabinet vrezen nabetaling van 200 miljoen euro aan Brussel
19777,-1,helft van somalisch Nederlanders in bijstand
19791,1,groei nederlands economie zetten in 2015 door
19797,0,veel schuldenaar niet helpen door gemeente
19839,0,ministerie bevestigen 5.000 medewerker belastingdienst verlieze
19841,-1,bezuiniging AIVD nog jaar merkbaar
19849,1,regeringscoalitie willen extra geld voor defensie en zorg
19877,0,demonstratie tegen vrijhandelsaccoord ttip
19957,-1,duizend ontslaan bij Malaysia_Airlines
19967,1,overheidsfinanciën in 2015 goed dan verwachten
19975,0,Eerste_Kamer stemmen in met snel verhoging aow-leeftijd
20029,1,DNB zien groei nederlands economie versnellen naar 2 procent
20047,1,CPB verhogen groeiverwachting voor nederlands economie
20085,0,asscher noemen communicatie belastingplan niet eenduidig
20099,-1,gesprek met Griekenland weer zonder resultaat afbreken
20107,0,coalitie akkoord over herziening belastingstelsel
20151,-1,geen overeenkomst bereiken met Griekenland tijdens Eurotop
20159,1,wiebes bevestigen koopkrachtstijging na herziening belastingstel
20185,-1,duizend Grieken straat op tegen bezuiniging
20193,0,eurogroep overleggen over nieuw voorstellen Griekenland
20203,1,eu-president Tusk voorzichtig positief over griekse voorstel
20207,1,positief stap in griekse schuldencrisis
20211,0,Slob willen ruimte om te onderhandelen over belastingherziening
20223,-1,schuldeiser wijzen griekse voorstel af
20225,-1,SP en CDA onder vuur om wegblijven bij onderhandeling belastin
20227,-1,aow er en sociaal minima profiteren nauwelijks van belastingmaa
20243,-1,eurogroep eindigen zonder akkoord over Griekenland
20257,0,Dijsselbloem sluiten akkoord uit bij grieks referendum
20261,0,Eurolanden blijven in gesprek met Grieken
20269,0,ECB houden steun voor griekse bank ongewijzigd
20271,-1,griekse bank blijven maandag dicht
20275,-1,overheid misleiden Nederlanders over vrijhandelsaccoord TTIP
20277,-1,AEX openen 4 procent laag door escalatie griekse crisis
20281,0,D66 onderhandelen door over belastingherziening
20283,-1,Griekenland betalen IMF-lening_dinsdag niet terug
20285,0,onderhandeling belastingherziening klappen
20295,0,coalitie willen af van voorstel btw-verhoging
20301,0,Griekenland vragen om nieuw steunprogramma van twee jaar
20307,0,Eurolanden wijzen grieks verzoek om nieuw steunprogramma af
20311,0,deadline terugbetalen lening Grieken aan IMF verstrijken
20317,0,Grieken komen deels tegemoet aan eisen schuldeiser
20333,0,mogelijk geen plaats voor Grieken in eurozone bij nee in refe
20339,-1,Griekenland hebben schuldenverlichting en extra financiering nod
20345,-1,geen loonsverlaging bij V d ontslag voor 400 werknemer
20359,0,griekse stembus open voor referendum
20371,0,Rutte gaan met 50plus praten over belastingplan
20377,0,Duitsland willen geen schuldenverlichting voor Griekenland
20381,-1,Dijsselbloem zien dat oplossing voor Grieken alleen maar moeilij
20387,0,ECB geven geen extra geld aan griekse bank
20393,0,griekse bedrijf betalen uit in contanten
20401,0,Grieken komen zonder nieuw voorstel naar Eurogroep
20405,0,Grieken bieden EU tijdelijk oplossing voor maand juli aan
20407,0,komen zondag nieuw groot Eurotop over griekse schuldencrisis
20409,-1,ecb-bestuurder zien griekse economie op rand van afgrond
20411,0,tsipras willen geen ver bezuiniging
20421,0,griekse pinautomaat zeker tot maandag vullen
20423,1,woningmarkt beleven goed kwartaal sinds crisis
20433,0,nieuw griekse bezuinigingsvoorstellen naar Eurogroep
20437,0,grieks parlement steunen hervormingsplan in_ruil_voor nood
20439,1,Financiering_V d komen vier jaar garanderen
20449,0,kabinet sluiten akkoord met bond over cao-rijksambtenaar
20453,0,grieks parlement bespreken besparingsplan
20455,0,grieks parlement akkoord met besparingsvoorstel premier Tsipras
20457,0,eurogroep lang in beraad over nieuw griekse voorstel
20461,0,geen europese top over Griekenland
20465,0,regeringsleider praten ver over Griekenland na einde overleg
20471,1,overeenkomst over nieuw Grieks noodpakket
20503,0,griekse premier Tsipras verdedigen deal met Eurozone
20515,-1,meerderheid top griekse regeringspartij Syriza wijzen euro-akkoor
20529,1,aantal mens met betalen werk nemen toe
20533,-1,VVD willen nog niet instemmen met Grieks noodpakket
20535,0,ECB verhogen noodsteun aan griekse bank
20545,0,EU akkoord met tijdelijk lening van 7 miljard voor Griekenland
20573,0,schuldenlast euroland stijgen griekse staatsschuld fors geda
20621,0,IMF kunnen nog niet met Grieken over steunpakket praten
20641,-1,rentedip drama voor pensioenpot
20643,-1,Krimp bedrijvigheid chinese industrie
20647,0,van Boxtel laag eigen risico
20661,0,Frankrijk willen nieuw deal voor Griekenland
20671,0,thuiszorg in zwart circuit
20755,0,provincie moeten investeren
20811,1,hoog groei ierse economie sinds 2005
20821,-1,Rally chinese aandeel zetten voort
20827,0,schroder Lage olieprijs raken nu high yield sector
20835,-1,winkeldrama op rij
20947,1,Sony uitblinker op japanse beurs
20957,-1,griekse beurs hard onderuit
20963,0,griekse bank niet geraken door stap ECB
20999,1,AEX werken verlies weg sbm knallen
21001,0,olieprijs schieten weer omhoog
21203,-1,Bols zien omzet licht dalen
21209,0,Depositorente_Zwitserland kunnen ver omlaag
21337,0,Dijsselbloem dreigement helpen niet
21419,1,noorse economie groeien hard dan verwachten
21425,1,Voya boeken veel winst
21433,0,ING herstel nog traag en ongelijk verdelen
21435,1,unicredit buigen recordverlies om in winst
21451,0,Denen betalen om te sparen
21489,0,minstens 700 baan weg bij PostNL
21567,0,winst Nedap stijgen sterk dan verwachten
21607,1,CBS export groeien aanzienlijk in december
21617,1,asscher blij met toename aantal baan
21621,0,miljard voor agrarisch sector
21623,0,Rolls-Royce versoberen verwachting
21653,1,Dow weer boven 18.000 punt
21717,0,Grieken en Fed in schijnwerper
21775,-1,eurogroep weer in slag met Grieken
21781,1,Dijsselbloem goed nieuw voor verzekeren
21785,0,veel cijfer op beurs
21871,-1,TNT vallen op laag beurs
21881,0,duitse bank eisen hard lijn
21885,0,ontslag vs. beëindiging dienstverband
21899,-1,groei industrieel bedrijvigheid NY zwakken af
21973,1,britse werkloosheid dalen verder
22005,0,Fed willen rente lang laag houden
22047,1,flexibel aow prima plan
22073,0,wal-mart verhogen basissalaris naar $ 9
22125,-1,bestaan koopwoning ook in januari duur
22165,0,consument moeten minder lenen en minder sparen
22189,1,amerikaanse beurs zetten nieuw record neer
22203,0,varoufakis nieuw doel voor begrotingsoverschot
22333,-1,nauwelijks baan zorg redden
22347,1,griekse overgave stimuleren euro
22465,-1,oud werkloos worden vergeten
22483,0,Fed blijven renteverhoging uitstellen
22501,0,Beurs breken record na record
22507,1,Wall_Street overwegend in plus
22635,-1,zeven mager jaar op rij voor RBS
22645,-1,aantal werkloos stijgen licht
22655,-1,fugro-partner CGG boeken fors verlies
22673,-1,griekse centraal bank bezorgd over groei
22679,0,portugese rente voor eerst onder 2 procent
22735,1,uitstekend jaar voor horeca
22761,1,Fugro bouw winst uit AEX vlak
22865,0,macrocijfer bepalen stemming op beursvloer
22955,0,ABN prijs olie gaan omhoog
22963,-1,nipt verlies voor japanse beurs
23009,0,situatie Griekenland nog steeds kwetsbaar
23031,0,regen Brazilië jagen hedgefonds uit koffie
23035,0,Wall_Street in rood na record
23045,0,groot bank hebben tekort van 300 miljard
23077,0,India verlagen rente opnieuw
23083,-1,omzet Henkel stagneren door dalen roebel
23101,1,economisch groei in eurozone zetten door
23115,0,domper VS deren Damrak niet
23165,-1,amerikaanse economie voelen laag olieprijs
23199,0,inflatie trekken iets aan in februari
23205,1,Goldman positief over indiase beurs
23209,1,Dijsselbloem extra bezuiniging onzinnig
23329,1,arbeidsmarkt VS trekken ver aan
23339,0,eurokoers zakken nog dit jaar naar een dollar
23363,0,dollar nog 8 erbij
23453,1,chinese export zeer sterk stijgen
23487,1,aanzet geldpers positief
23491,0,groeicijfer drukken op japanse beurs
23637,-1,nederlands rente naar nieuw dieptepunt
23647,1,duitse export naar nieuw record dit jaar
23667,0,pensioengerechtigde leeftijd
23671,1,veel banen bij nederlands bedrijf
23701,-1,terug op straat door huur
23745,1,stabiel economisch groei in g20-landen
23793,-1,euro naar laag punt sinds januari 2003
23795,1,goedkoop yen stuwen nikkei
23833,0,Weidmann geldkraan kunnen dicht
23923,0,moscovici grexit begin van einde voor euro
23939,-1,S 38 P blijven somber over Griekenland
24077,1,nederlands export groeien explosief
24103,0,hedgefonds stappen uit goud na groei VS
24197,0,driekwart werknemer geen idee van nieuw wet werk en zekerheid
24207,1,DAF verhogen productie met extra personeel
24225,0,ABN_Amro in delen naar beurs
24275,0,Ballast onderuit in kalm markt
24277,1,BIS deflatie zijn minder erg dan denken
24357,0,CBS investering nemen toe
24405,-1,fed-lid waarschuwen voor te snel rente-ingreep
24421,0,woning kopen weer in_zwang
24485,0,AEX pieken boven 500 punt
24495,1,S 38 P positief over Portugal
24525,-1,allochtoon komen niet aan werk
24545,0,macrocijfer VS en Refresco centraal
24591,0,geen belastinghervorming maar simpel belastingverlaging
24609,-1,inkomenskloof top en werkvloer nemen toe
24633,-1,economisch groei in VS iets zwak
24651,0,VEH overwinsten hypotheek maximeren
24729,-1,opleving euro van kort duur
24763,0,DNB geen reden tot verruiming pensioenregel
24833,-1,AFM ziekenboeg bank geen mkb-sterfhuis
24839,-1,verzekeraar voelen laag rente nog jaar
24863,1,Nederlanders geven veel geld uit
24891,-1,Handhaven ultralage rente VS niet zonder gevaar
24941,-1,Vijftigers komen vaak geld tekort
24953,-1,republikein willen bezuinigen
24983,-1,schizofreen markt
25057,-1,best Buy schrappen 1500 baan
25151,0,griekse belastingontwijking via Nederland
25219,-1,duitse detailhandelsverkoop dalen
25249,0,werkloosheid migrant aanpakken
25343,-1,banenmotor privaat sector VS draaien minder goed
25463,0,Wall_Street vinden weg omhoog
25477,1,AEX gaan met winst paasweekeinde in
25573,-1,salaris manager België dalen
25675,1,BEURZEN stevig winst voor nikkei
25717,0,AEX op hoog punt in zeven jaar
25753,0,Japan houden vast aan monetair koers
25811,-1,russische automarkt 43 procent in min
25845,1,nikkei zetten opmars voort
25857,1,AEX klimmen weer naar 500 punt
25859,-1,veel faillissement in maart
26029,0,verzet tegen extra onderwijsbezuinging
26049,1,centraal bank blijven steunen
26085,-1,chinese export onverwacht sterk dalen
26123,0,langdurig werkloosheid EU dalen na 7 jaar
26193,-1,wisselkoers drukken winstgroei Michael_Page
26197,1,"staat halen 2,5 miljard op bij gul belegger"
26223,1,IMF positief over nederlands economie
26315,0,bank of America poetsen verlies weg
26327,1,Draghi zien geen bubbel
26377,0,griekse rente nemen hoog vlucht
26411,-1,IMF zien niets in uitstel voor Griekenland
26447,-1,sterk dollar raken American Express
26497,-1,Lage olieprijs raken winst GE
26507,-1,inflatie VS licht negatief
26557,0,Knot zien ruimte voor hoog loon
26559,1,dik plus economie
26615,0,Draghi scherp zijn op gevaar laag rente
26625,-1,IMF risico wereldeconomie nog niet voorbij
26747,1,bijna kwart veel winst voor Credit_Suisse
26769,1,financieel directeur optimistisch
26857,-1,TSN_Thuiszorg willen 650 medewerker kwijt
26929,0,honderd baan weg bij brits Sainsbury
26963,0,bank betalen hypotheekrente
26983,0,grieks drama of griekse redding
27033,-1,hypotheekprobleem nemen toe
27045,0,Blik op voortgang Philips na moeilijk jaar
27069,0,spaarrente duiken onder 1 procent
27073,-1,pensioenpremie dubbel zo hoog
27209,-1,nuon-moeder Vattenfall schrappen duizend baan
27279,0,2 miljoen Duitsers hebben twee baan
27299,0,groei amerikaanse economie zwakken stevig af
27405,0,Koenders VS cruciaal bij aanpak crisis rond EU
27459,0,weinig beweging op beurs in Londen
27597,1,AEX beginnen met winst
27693,1,HSBC voeren winst op
27703,0,handelstekort VS zwellen flink aan
27709,-1,licht openingsverlies op beurs VS
27735,1,openingswinst voor Damrak
27765,0,Wall_Street openen hoog na koersval
27809,1,Fors veel winst voor ING
27833,1,een verbetering arbeidsmarkt sinds crisis
27843,-1,zorg over amerikaanse economie
27849,1,rust keren terug op damrak
27865,1,kans in duits vastgoed
27883,1,veel omzet en winst voor GrandVision
27969,0,omwenteling wereld zzp er
28099,0,China delen tik uit aan handelaar in grondstof
28115,0,nikkei sluiten vrijwel vlak
28167,-1,minder openstaan vacature in VS
28207,1,groei franse economie trekken flink aan
28211,-1,groei duitse economie vertragen
28227,1,economisch herstel zetten door
28273,-1,Brussel waarschuwen Finnen vanwege tekort
28281,0,grootbank verhogen hypotheekrente
28305,-1,Sharp schrappen 3500 baan
28317,-1,crisis in Nederland nog niet voorbij
28325,1,inflatierapport stoppen rally pond
28339,0,Draghi ECB-steun blijven tot_doel volledig zijn bereiken
28373,1,nikkei eindigen week met winst
28477,0,laat rest kwartaalcijferseizoen
28489,-1,kabinet moeten banendestructie aanpakken
28533,-1,Rolls-Royce schrappen nog_eens 600 baan
28535,-1,toename risico instabiliteit
28547,0,griekse rente schieten omhoog
28639,0,blunder in nieuw ontslagronde
28645,0,Don't fight the ECB
28729,-1,helpen ik krijgen minder vakantiegeld
28753,-1,Griekenland op 5 juni bankroet
28773,0,Europa geven Grieken veel tijd
28779,-1,laag prijs drukken omzetten industrie
28799,1,werkloosheid nemen af
28825,0,economisch groei in VS zwakt licht af
28865,1,IMF verwachten herstel russische economie
28877,0,bank of Japan handhaven omvang steunbeleid
28945,-1,Wall_Street openen met klein verlies
28975,0,Japan moeten economie ver aanjagen
29143,-1,euro gaan ver verzwakken
29163,-1,economie VS zullen krimp laten zien
29185,1,vertrouwen amerikaanse consument zwellen aan
29203,1,veel hoop voor Grieken
29311,-1,omzet kledingwinkel naar nieuw dieptepunt
29349,-1,Wall_Street openen laag
29387,-1,ontslaggolf op_komst JP_Morgan
29449,1,portugese economie groeien door
29491,-1,Wall_Street op verliezen na zwak cijfer
29525,1,Griekenland bereid tot compromis
29607,0,Euro blijven volatiel
29639,0,inflatie Duitsland lopen op
29641,-1,geld Griekenland zijn weg
29643,0,consumptie VS stagneren in april
29673,-1,werkloosheid Frankrijk stijgen verder
29697,-1,honderd baan weg op ing-hoofdkantoor
29737,0,Nederland minder afhankelijk van russische olie
29759,-1,griekse tragedie houden Wall_Street in_toom
29819,0,loonkloof tussen man en vrouw worden klein
29865,1,handelstekort VS flink dalen
29901,1,amerikaanse economie groeien gestaag
